"chromosome"	"start"	"ratio"	"ratio_median"
21	22750001	-0.655	-0.59
21	22800001	-0.576	-0.59
21	22850001	-0.576	-0.59
21	22900001	-0.735	-0.59
21	22950001	-0.638	-0.59
21	23000001	-0.693	-0.59
21	23050001	-0.828	-0.59
21	23100001	-0.609	-0.59
21	23150001	-0.569	-0.59
21	23200001	-0.771	-0.59
21	23250001	-0.725	-0.59
21	23300001	-0.604	-0.59
21	23350001	-0.36	-0.59
21	23400001	-0.533	-0.59
21	23450001	-0.538	-0.59
21	23500001	-0.83	-0.59
21	23550001	-0.791	-0.59
21	23600001	-0.627	-0.59
21	23650001	-0.64	-0.59
21	23700001	-0.698	-0.59
21	23750001	-0.799	-0.59
21	23800001	-0.541	-0.59
21	23850001	-0.692	-0.59
21	23900001	-0.63	-0.59
21	23950001	-0.538	-0.59
21	24000001	-0.625	-0.59
21	24050001	-0.483	-0.59
21	24100001	-0.546	-0.59
21	24150001	-0.559	-0.59
21	24200001	-0.299	-0.59
21	24250001	0.113	-0.005
21	24300001	0.003	-0.005
21	24350001	0.004	-0.005
21	24400001	-0.031	-0.005
21	24450001	0.086	-0.005
21	24500001	-0.031	-0.005
21	24550001	-0.106	-0.005
21	24600001	0.066	-0.005
21	24650001	-0.02	-0.005
21	24700001	-0.085	-0.005
21	24750001	0.118	-0.005
21	24800001	-0.067	-0.005
21	24850001	-0.009	-0.005
21	24900001	0.084	-0.005
21	24950001	0.034	-0.005
21	25000001	-0.04	-0.005
21	25050001	0.05	-0.005
21	25100001	-0.026	-0.005
21	25150001	-0.042	-0.005
21	25200001	-0.165	-0.005
21	25250001	-0.109	-0.005
21	25300001	0.047	-0.005
21	25350001	-0.115	-0.005
21	25400001	-0.003	-0.005
21	25450001	0.04	-0.005
21	25500001	-0.009	-0.005
21	25550001	0.025	-0.005
21	25600001	-0.076	-0.005
21	25650001	-0.069	-0.005
21	25700001	-0.037	-0.005
21	25750001	-0.082	-0.005
21	25800001	0.194	-0.005
21	25850001	0.182	-0.005
21	25900001	0.041	-0.005
21	25950001	0.037	-0.005
21	26000001	-0.086	-0.005
21	26050001	-0.012	-0.005
21	26100001	0.181	-0.005
21	26150001	0.032	-0.005
21	26200001	-0.002	-0.005
21	26250001	0.173	-0.005
21	26300001	0.016	-0.005
21	26400001	-0.088	-0.005
21	26450001	0.001	-0.005
21	26500001	-0.021	-0.005
21	26550001	0.003	-0.005
21	26600001	0.153	-0.005
21	26650001	-0.029	-0.005
21	26700001	-0.087	-0.005
21	26750001	-0.005	-0.005
21	26800001	0.056	-0.005
21	26850001	-0.04	-0.005
21	26900001	0.091	-0.005
21	26950001	-0.048	-0.005
21	27000001	-0.15	-0.005
21	27050001	-0.086	-0.005
21	27100001	-0.029	-0.005
21	27150001	0.045	-0.005
21	27250001	-0.194	-0.005
21	27300001	-0.065	-0.005
21	27350001	-0.037	-0.005
21	27400001	-0.044	-0.005
21	27450001	-0.083	-0.005
21	27500001	0.038	-0.005
21	27550001	-0.071	-0.005
21	27600001	0.107	-0.005
21	27650001	-0.173	-0.005
21	27700001	-0.022	-0.005
21	27750001	-0.08	-0.005
21	27800001	-0.01	-0.005
21	27850001	-0.1	-0.005
21	27900001	0.027	-0.005
21	27950001	-0.186	-0.005
21	28000001	-0.134	-0.005
21	28050001	0.047	-0.005
21	28100001	-0.021	-0.005
21	28150001	-0.043	-0.005
21	28200001	0.145	-0.005
21	28250001	0.006	-0.005
21	28300001	0.061	-0.005
21	28350001	-0.022	-0.005
21	28400001	-0.013	-0.005
21	28450001	-0.067	-0.005
21	28500001	0.138	-0.005
21	28550001	0.002	-0.005
21	28600001	-0.098	-0.005
21	28650001	0.006	-0.005
21	28700001	0.011	-0.005
21	28750001	0.099	-0.005
21	28800001	0	-0.005
21	28850001	0.105	0.114
21	28900001	0.178	0.114
21	28950001	0.093	0.114
21	29000001	0.145	0.114
21	29050001	0.014	0.114
21	29100001	0.032	0.114
21	29150001	0.123	0.114
21	29400001	0.309	0.114
21	29450001	0.065	0.114
21	29500001	0.049	0.114
21	29550001	0.119	0.114
21	29600001	-0.029	0.002
21	29650001	0.039	0.002
21	29700001	-0.056	0.002
21	29750001	0.027	0.002
21	29800001	0.062	0.002
21	29850001	-0.113	0.002
21	29900001	-0.009	0.002
21	29950001	0.016	0.002
21	30000001	0.087	0.002
21	30050001	0.041	0.002
21	30100001	0.146	0.002
21	30150001	-0.059	0.002
21	30200001	0.013	0.002
21	30250001	-0.013	0.002
21	30300001	-0.032	0.002
21	30350001	-0.191	0.002
21	30400001	0.129	0.002
21	30450001	-0.022	0.002
21	30500001	-0.033	0.002
21	30550001	-0.032	0.002
21	30600001	0.005	0.002
21	30650001	-0.06	0.002
21	30700001	0.095	0.002
21	30750001	-0.032	0.002
21	30800001	0.013	0.002
21	30850001	0.016	0.002
21	30900001	0.023	0.002
21	30950001	0.017	0.002
21	31000001	0.01	0.002
21	31050001	-0.157	0.002
21	31100001	-0.034	0.002
21	31200001	0.027	0.002
21	31250001	0.127	0.002
21	31300001	-0.053	0.002
21	31350001	-0.032	0.002
21	31400001	0.047	0.002
21	31450001	0.135	0.002
21	31500001	-0.076	0.002
21	31550001	0.01	0.002
21	31600001	-0.045	0.002
21	31650001	-0.056	0.002
21	31700001	-0.03	0.002
21	31750001	0.021	0.002
21	31850001	-0.087	0.002
21	31900001	0.025	0.002
21	31950001	-0.1	0.002
21	32000001	-0.043	0.002
21	32050001	0.062	0.002
21	32100001	-0.069	0.002
21	32150001	-0.07	0.002
21	32200001	-0.053	0.002
21	32250001	-0.047	0.002
21	32300001	-0.137	0.002
21	32350001	-0.136	0.002
21	32400001	-0.035	0.002
21	32450001	0.068	0.002
21	32500001	0.035	0.002
21	32550001	0.002	0.002
21	32600001	-0.025	0.002
21	32650001	-0.094	0.002
21	32700001	-0.033	0.002
21	32750001	-0.048	0.002
21	32800001	0.079	0.002
21	32850001	-0.035	0.002
21	32900001	0.014	0.002
21	32950001	-0.24	0.002
21	33000001	0.117	0.002
21	33050001	0.057	0.002
21	33100001	-0.066	0.002
21	33150001	-0.084	0.002
21	33200001	-0.054	0.002
21	33250001	0.082	0.002
21	33300001	0.021	0.002
21	33350001	0.137	0.002
21	33450001	0.139	0.002
21	33500001	0.041	0.002
21	33550001	-0.025	0.002
21	33600001	-0.106	0.002
21	33650001	0.108	0.002
21	33700001	0.043	0.002
21	33750001	-0.119	0.002
21	33800001	0.116	0.002
21	33850001	-0.044	0.002
21	33900001	-0.029	0.002
21	33950001	-0.071	0.002
21	34000001	0.112	0.002
21	34050001	0.171	0.002
21	34100001	-0.018	0.002
21	34150001	-0.008	0.002
21	34200001	-0.059	0.002
21	34300001	0.046	0.002
21	34350001	-0.077	0.002
21	34400001	0.04	0.002
21	34450001	-0.035	0.002
21	34500001	-0.058	0.002
21	34550001	-0.034	0.002
21	34600001	0.018	0.002
21	34700001	0.03	0.002
21	34750001	0.014	0.002
21	34800001	0.186	0.002
21	34850001	-0.284	0.002
21	34900001	-0.02	0.002
21	34950001	0.081	0.002
21	35000001	-0.006	0.002
21	35050001	0.082	0.002
21	35100001	-0.082	0.002
21	35150001	-0.039	0.002
21	35200001	-0.014	0.002
21	35250001	0.044	0.002
21	35300001	-0.085	0.002
21	35350001	-0.091	0.002
21	35400001	0	0.002
21	35450001	0.069	0.002
21	35500001	-0.088	0.002
21	35550001	-0.003	0.002
21	35600001	0.009	0.002
21	35650001	0.03	0.002
21	35700001	0.105	0.002
21	35750001	-0.097	0.002
21	35800001	0.129	0.002
21	35850001	0.013	0.002
21	35900001	-0.039	0.002
21	35950001	-0.099	0.002
21	36000001	-0.025	0.002
21	36050001	0.098	0.002
21	36100001	-0.008	0.002
21	36150001	0.037	0.002
21	36200001	0.107	0.002
21	36250001	-0.018	0.002
21	36300001	-0.051	0.002
21	36350001	0.092	0.002
21	36400001	0.034	0.002
21	36450001	0.017	0.002
21	36500001	0.095	0.002
21	36550001	0.181	0.002
21	36600001	0.036	0.002
21	36650001	-0.055	0.002
21	36700001	0.129	0.002
21	36750001	0.009	0.002
21	36800001	0.107	0.002
21	36850001	-0.198	0.002
21	36900001	-0.044	0.002
21	36950001	0.022	0.002
21	37000001	0.216	0.002
21	37050001	0.012	0.002
21	37100001	-0.046	0.002
21	37150001	0.067	0.002
21	37200001	-0.005	0.002
21	37250001	-0.067	0.002
21	37300001	-0.114	0.002
21	37350001	0.163	0.002
21	37400001	0.057	0.002
21	37450001	-0.039	0.002
21	37500001	0.051	0.002
21	37550001	0.041	0.002
21	37600001	0.029	0.002
21	37650001	-0.018	0.002
21	37700001	0.065	0.002
21	37750001	0.04	0.002
21	37800001	0.08	0.002
21	37850001	-0.092	0.002
21	37900001	-0.172	0.002
21	37950001	-0.057	0.002
21	38000001	0.004	0.002
21	38050001	-0.233	-0.588
21	38100001	-0.52	-0.588
21	38150001	-0.487	-0.588
21	38200001	-0.71	-0.588
21	38250001	-0.626	-0.588
21	38300001	-0.717	-0.588
21	38350001	-0.585	-0.588
21	38400001	-0.773	-0.588
21	38450001	-0.446	-0.588
21	38500001	-0.54	-0.588
21	38550001	-0.736	-0.588
21	38650001	-0.501	-0.588
21	38700001	-0.634	-0.588
21	38750001	-0.572	-0.588
21	38800001	-0.576	-0.588
21	38850001	-0.696	-0.588
21	38900001	-0.504	-0.588
21	38950001	-0.592	-0.588
21	39000001	-0.657	-0.588
21	39050001	-0.695	-0.588
21	39100001	-0.869	-0.588
21	39150001	-0.514	-0.588
21	39200001	-0.673	-0.588
21	39250001	-0.558	-0.588
21	39300001	-0.769	-0.588
21	39350001	-0.569	-0.588
21	39400001	-0.69	-0.588
21	39450001	-0.726	-0.588
21	39500001	-0.65	-0.588
21	39550001	-0.751	-0.588
21	39600001	-0.515	-0.588
21	39650001	-0.616	-0.588
21	39700001	-0.685	-0.588
21	39750001	-0.641	-0.588
21	39800001	-0.436	-0.588
21	39850001	-0.623	-0.588
21	39900001	-0.557	-0.588
21	39950001	-0.661	-0.588
21	40000001	-0.512	-0.588
21	40050001	-0.602	-0.588
21	40100001	-0.597	-0.588
21	40150001	-0.461	-0.588
21	40200001	-0.725	-0.588
21	40250001	-0.43	-0.588
21	40300001	-0.691	-0.588
21	40350001	-0.536	-0.588
21	40400001	-0.683	-0.588
21	40450001	-0.752	-0.588
21	40500001	-0.593	-0.588
21	40550001	-0.468	-0.588
21	40600001	-0.642	-0.588
21	40650001	-0.529	-0.588
21	40700001	-0.506	-0.588
21	40750001	-0.56	-0.588
21	40800001	-0.713	-0.588
21	40850001	-0.565	-0.588
21	40900001	-0.547	-0.588
21	40950001	-0.444	-0.588
21	41000001	-0.615	-0.588
21	41050001	-0.745	-0.588
21	41100001	-0.619	-0.588
21	41150001	-0.424	-0.588
21	41200001	-0.514	-0.588
21	41250001	-0.301	-0.588
21	41300001	-0.592	-0.588
21	41350001	-0.682	-0.588
21	41400001	-0.821	-0.588
21	41450001	-0.422	-0.588
21	41500001	-0.371	-0.588
21	41550001	-0.666	-0.588
21	41600001	-0.59	-0.588
21	41650001	-0.643	-0.588
21	41700001	-0.566	-0.588
21	41750001	-0.72	-0.588
21	41800001	-0.572	-0.588
21	41850001	-0.711	-0.588
21	41900001	-0.559	-0.588
21	41950001	-0.485	-0.588
21	42000001	-0.625	-0.588
21	42050001	-0.554	-0.588
21	42100001	-0.535	-0.588
21	42150001	-0.652	-0.588
21	42200001	-0.517	-0.588
21	42250001	-0.697	-0.588
21	42300001	-0.528	-0.588
21	42350001	-0.581	-0.588
21	42400001	-0.51	-0.588
21	42450001	-0.538	-0.588
21	42500001	-0.585	-0.588
21	42550001	-0.547	-0.588
21	42600001	-0.581	-0.588
21	42650001	-0.444	-0.588
21	42700001	-0.601	-0.588
21	42750001	-0.652	-0.588
21	42800001	-0.814	-0.588
21	42850001	-0.728	-0.588
21	42900001	-0.66	-0.588
21	42950001	-0.811	-0.588
21	43000001	-0.802	-0.588
21	43050001	-0.603	-0.588
21	43100001	-0.523	-0.588
21	43150001	-0.49	-0.588
21	43200001	-0.712	-0.588
21	43250001	-0.507	-0.588
21	43300001	-0.589	-0.588
21	43350001	-0.602	-0.588
21	43400001	-0.555	-0.588
21	43450001	-0.442	-0.588
21	43500001	-0.645	-0.588
21	43550001	-0.582	-0.588
21	43600001	-0.564	-0.588
21	43650001	-0.512	-0.588
21	43700001	-0.621	-0.588
21	43750001	-0.66	-0.588
21	43800001	-0.412	-0.588
21	43850001	-0.508	-0.588
21	43900001	-0.449	-0.588
21	43950001	-0.539	-0.588
21	44000001	-0.905	-0.588
21	44050001	-0.728	-0.588
21	44100001	-0.438	-0.588
21	44150001	-0.513	-0.588
21	44200001	-0.577	-0.588
21	44250001	-0.596	-0.588
21	44300001	-0.321	-0.588
21	44350001	-0.07	-0.017
21	44400001	-0.006	-0.017
21	44450001	0.024	-0.017
21	44500001	-0.193	-0.017
21	44550001	0.031	-0.017
21	44600001	-0.088	-0.017
21	44750001	-0.003	-0.017
21	44800001	-0.13	-0.017
21	44850001	0.151	-0.017
21	44900001	0.113	-0.017
21	44950001	-0.038	-0.017
21	45000001	0.122	-0.017
21	45050001	0.023	-0.017
21	45150001	-0.036	-0.017
21	45200001	0.073	-0.017
21	45250001	-0.044	-0.017
21	45300001	-0.007	-0.017
21	45350001	0.05	-0.017
21	45400001	-0.023	-0.017
21	45450001	-0.06	-0.017
21	45500001	0.1	-0.017
21	45550001	-0.041	-0.017
21	45600001	0.168	-0.017
21	45650001	-0.054	-0.017
21	45700001	0.019	-0.017
21	45750001	0.064	-0.017
21	45850001	0.015	-0.017
21	45900001	0.043	-0.017
21	45950001	-0.132	-0.017
21	46000001	-0.053	-0.017
21	46050001	-0.043	-0.017
21	46100001	-0.09	-0.017
21	46150001	-0.046	-0.017
21	46200001	0.02	-0.017
21	46250001	-0.192	-0.017
21	46300001	-0.077	-0.017
21	46350001	-0.018	-0.017
21	46400001	-0.043	-0.017
21	46450001	-0.083	-0.017
21	46500001	0.047	-0.017
21	46550001	-0.037	-0.017
21	46600001	0.058	-0.017
21	46650001	0.069	-0.017
21	46700001	-0.083	-0.017
21	46800001	-0.016	-0.017
21	46850001	-0.079	-0.017
21	46900001	-0.152	-0.017
21	46950001	-0.119	-0.017
21	47000001	0.073	-0.017
21	47050001	0.064	-0.017
21	47100001	0.018	-0.017
21	47150001	-0.03	-0.017
21	47200001	0.06	-0.017
21	47250001	-0.014	-0.017
21	47300001	-0.086	-0.017
21	47350001	-0.154	-0.017
21	47450001	0.029	-0.017
21	47600001	-0.149	-0.017
21	47650001	-0.012	-0.017
21	47700001	0.094	-0.017
21	47750001	-0.1	-0.017
21	47800001	0.04	-0.017
21	47850001	-0.098	-0.017
21	47900001	-0.094	-0.017
21	47950001	0.11	-0.017
21	48000001	-0.07	-0.017
21	48050001	-0.08	-0.017
22	17300001	-0.108	-0.046
22	17400001	-0.11	-0.046
22	17450001	-0.017	-0.046
22	17600001	-0.08	-0.046
22	17650001	-0.047	-0.046
22	17700001	-0.051	-0.046
22	17750001	0.006	-0.046
22	17800001	-0.044	-0.046
22	17850001	-0.012	-0.046
22	17900001	-0.026	-0.046
22	17950001	-0.125	-0.046
22	18000001	0.012	-0.046
22	18050001	-0.147	-0.046
22	18150001	0.052	-0.046
22	18200001	-0.005	-0.046
22	18250001	-0.367	-0.594
22	18300001	-0.616	-0.594
22	18350001	-0.413	-0.594
22	18400001	-0.554	-0.594
22	18450001	-0.562	-0.594
22	18500001	-0.584	-0.594
22	18550001	-0.585	-0.594
22	18600001	-0.547	-0.594
22	19000001	-0.719	-0.594
22	19050001	-0.529	-0.594
22	19100001	-0.765	-0.594
22	19150001	-0.616	-0.594
22	19200001	-0.583	-0.594
22	19250001	-0.66	-0.594
22	19300001	-0.533	-0.594
22	19350001	-0.693	-0.594
22	19400001	-0.516	-0.594
22	19450001	-0.605	-0.594
22	19500001	-0.655	-0.594
22	19550001	-0.663	-0.594
22	19600001	-0.563	-0.594
22	19650001	-0.437	-0.594
22	19700001	-0.674	-0.594
22	19750001	-0.711	-0.594
22	19800001	-0.618	-0.594
22	19850001	-0.557	-0.594
22	19900001	-0.683	-0.594
22	19950001	-0.58	-0.594
22	20000001	-0.466	-0.594
22	20050001	-0.493	-0.594
22	20100001	-0.536	-0.594
22	20150001	-0.687	-0.594
22	20200001	-0.421	-0.594
22	20750001	-0.551	-0.594
22	20800001	-0.474	-0.594
22	20850001	-0.49	-0.594
22	20900001	-0.642	-0.594
22	20950001	-0.441	-0.594
22	21050001	-0.693	-0.594
22	21100001	-0.47	-0.594
22	21150001	-0.689	-0.594
22	21200001	-0.552	-0.594
22	21300001	-0.522	-0.594
22	21350001	-0.623	-0.594
22	21400001	-0.449	-0.594
22	21900001	-0.62	-0.594
22	21950001	-0.613	-0.594
22	22000001	-0.642	-0.594
22	22050001	-0.75	-0.594
22	22100001	-0.697	-0.594
22	22150001	-0.547	-0.594
22	22250001	-0.479	-0.594
22	22300001	-0.635	-0.594
22	22350001	-0.839	-0.594
22	22400001	-0.422	-0.594
22	22500001	-0.592	-0.594
22	22550001	-0.765	-0.594
22	22700001	-0.383	-0.594
22	23250001	-0.726	-0.594
22	23300001	-0.629	-0.594
22	23350001	-0.484	-0.594
22	23400001	-0.461	-0.594
22	23450001	-0.728	-0.594
22	23500001	-0.466	-0.594
22	23550001	-0.579	-0.594
22	23600001	-0.727	-0.594
22	23800001	-0.656	-0.594
22	23850001	-0.573	-0.594
22	23900001	-0.634	-0.594
22	23950001	-0.644	-0.594
22	24000001	-0.334	-0.594
22	24050001	-0.615	-0.594
22	24100001	-0.538	-0.594
22	24150001	-0.66	-0.594
22	24200001	-0.548	-0.594
22	24400001	-0.603	-0.594
22	24450001	-0.711	-0.594
22	24500001	-0.578	-0.594
22	24550001	-0.716	-0.594
22	24600001	-0.572	-0.594
22	24700001	-0.652	-0.594
22	24750001	-0.628	-0.594
22	24800001	-0.477	-0.594
22	24850001	-0.634	-0.594
22	24900001	-0.513	-0.594
22	24950001	-0.508	-0.594
22	25100001	-0.636	-0.594
22	25150001	-0.572	-0.594
22	25200001	-0.641	-0.594
22	25250001	-0.691	-0.594
22	25300001	-0.755	-0.594
22	25350001	-0.682	-0.594
22	25450001	-0.497	-0.594
22	25500001	-0.587	-0.594
22	25550001	-0.683	-0.594
22	25600001	-0.387	-0.594
22	25750001	-0.666	-0.594
22	25850001	-0.448	-0.594
22	25900001	-0.665	-0.594
22	25950001	-0.619	-0.594
22	26000001	-0.513	-0.594
22	26050001	-0.528	-0.594
22	26100001	-0.713	-0.594
22	26150001	-0.581	-0.594
22	26200001	-0.782	-0.594
22	26250001	-0.548	-0.594
22	26300001	-0.664	-0.594
22	26350001	-0.546	-0.594
22	26400001	-0.682	-0.594
22	26450001	-0.558	-0.594
22	26500001	-0.577	-0.594
22	26550001	-0.593	-0.594
22	26600001	-0.528	-0.594
22	26650001	-0.509	-0.594
22	26700001	-0.636	-0.594
22	26750001	-0.587	-0.594
22	26800001	-0.608	-0.594
22	26850001	-0.429	-0.594
22	26900001	-0.522	-0.594
22	26950001	-0.522	-0.594
22	27000001	-0.513	-0.594
22	27050001	-0.693	-0.594
22	27150001	-0.882	-0.594
22	27200001	-0.602	-0.594
22	27250001	-0.762	-0.594
22	27300001	-0.644	-0.594
22	27350001	-0.764	-0.594
22	27400001	-0.762	-0.594
22	27450001	-0.759	-0.594
22	27500001	-0.61	-0.594
22	27550001	-0.714	-0.594
22	27600001	-0.562	-0.594
22	27650001	-0.592	-0.594
22	27700001	-0.622	-0.594
22	27750001	-0.462	-0.594
22	27800001	-0.605	-0.594
22	27850001	-0.466	-0.594
22	27900001	-0.871	-0.594
22	27950001	-0.628	-0.594
22	28000001	-0.798	-0.594
22	28050001	-0.779	-0.594
22	28100001	-0.661	-0.594
22	28250001	-0.555	-0.594
22	28300001	-0.583	-0.594
22	28350001	-0.601	-0.594
22	28400001	-0.521	-0.594
22	28450001	-0.792	-0.594
22	28500001	-0.644	-0.594
22	28550001	-0.468	-0.594
22	28600001	-0.586	-0.594
22	28650001	-0.556	-0.594
22	28700001	-0.647	-0.594
22	28750001	-0.587	-0.594
22	28800001	-0.539	-0.594
22	28850001	-0.548	-0.594
22	28900001	-0.665	-0.594
22	28950001	-0.565	-0.594
22	29000001	-0.557	-0.594
22	29100001	-0.536	-0.594
22	29150001	-0.697	-0.594
22	29200001	-0.569	-0.594
22	29250001	-0.477	-0.594
22	29300001	-0.518	-0.594
22	29350001	-0.638	-0.594
22	29400001	-0.765	-0.594
22	29450001	-0.591	-0.594
22	29500001	-0.69	-0.594
22	29550001	-0.43	-0.594
22	29600001	-0.4	-0.594
22	29650001	-0.583	-0.594
22	29700001	-0.214	-0.002
22	29750001	0.051	-0.002
22	29850001	0.173	-0.002
22	29900001	0.117	-0.002
22	29950001	0.032	-0.002
22	30000001	-0.036	-0.002
22	30050001	0.024	-0.002
22	30100001	-0.087	-0.002
22	30150001	-0.015	-0.002
22	30200001	0.06	-0.002
22	30250001	0.09	-0.002
22	30300001	0.03	-0.002
22	30350001	0.003	-0.002
22	30400001	0.077	-0.002
22	30450001	-0.116	-0.002
22	30500001	-0.053	-0.002
22	30550001	-0.167	-0.002
22	30600001	-0.031	-0.002
22	30650001	0.09	-0.002
22	30700001	-0.026	-0.002
22	30750001	-0.051	-0.002
22	30800001	-0.044	-0.002
22	30850001	0.102	-0.002
22	30900001	-0.049	-0.002
22	30950001	-0.093	-0.002
22	31000001	0.09	-0.002
22	31050001	0.087	-0.002
22	31100001	0	-0.002
22	31150001	-0.03	-0.002
22	31200001	-0.096	-0.002
22	31250001	-0.176	-0.002
22	31300001	-0.078	-0.002
22	31350001	-0.005	-0.002
22	31400001	0.044	-0.002
22	31450001	0.135	-0.002
22	31500001	0.103	-0.002
22	31550001	0.002	-0.002
22	31600001	0.096	-0.002
22	31650001	-0.088	-0.002
22	31700001	0.067	-0.002
22	31750001	0.052	-0.002
22	31800001	0.076	-0.002
22	31850001	-0.057	-0.002
22	31900001	-0.001	-0.002
22	31950001	-0.16	-0.002
22	32000001	-0.157	-0.002
22	32050001	-0.045	-0.002
22	32100001	0.031	-0.002
22	32150001	0.048	-0.002
22	32200001	-0.043	-0.002
22	32250001	-0.215	-0.002
22	32300001	0.053	-0.002
22	32350001	0.081	-0.002
22	32400001	-0.19	-0.002
22	32450001	-0.002	-0.002
22	32500001	-0.036	-0.002
22	32600001	0.189	-0.002
22	32650001	-0.081	-0.002
22	32750001	0.05	-0.002
22	32800001	0.021	-0.002
22	32850001	0.053	-0.002
22	32900001	0.023	-0.002
22	32950001	-0.179	-0.002
22	33000001	0.058	-0.002
22	33100001	0.084	-0.002
22	33150001	0.104	-0.002
22	33200001	-0.037	-0.002
22	33250001	-0.038	-0.002
22	33300001	0.161	-0.002
22	33350001	-0.017	-0.002
22	33400001	0.046	-0.002
22	33450001	-0.001	-0.002
22	33500001	-0.065	-0.002
22	33550001	0.066	-0.002
22	33600001	-0.073	-0.002
22	33650001	-0.063	-0.002
22	33700001	0.075	-0.002
22	33750001	0.098	-0.002
22	33800001	0.06	-0.002
22	33850001	-0.007	-0.002
22	33900001	0.021	-0.002
22	33950001	-0.258	-0.002
22	34000001	-0.059	-0.002
22	34050001	0.029	-0.002
22	34100001	-0.043	-0.002
22	34150001	-0.021	-0.002
22	34200001	-0.075	-0.002
22	34250001	-0.08	-0.002
22	34300001	-0.199	-0.002
22	34350001	0.025	-0.002
22	34400001	0.031	-0.002
22	34450001	0.02	-0.002
22	34500001	0.032	-0.002
22	34550001	-0.101	-0.002
22	34600001	0.037	-0.002
22	34650001	0.002	-0.002
22	34700001	-0.153	-0.002
22	34750001	0.117	-0.002
22	34800001	0.012	-0.002
22	34850001	-0.012	-0.002
22	34900001	-0.089	-0.002
22	34950001	-0.115	-0.002
22	35000001	-0.022	-0.002
22	35050001	-0.006	-0.002
22	35100001	-0.022	-0.002
22	35150001	-0.025	-0.002
22	35200001	-0.062	-0.002
22	35250001	-0.125	-0.002
22	35300001	0.064	-0.002
22	35350001	0.016	-0.002
22	35400001	-0.038	-0.002
22	35450001	0.074	-0.002
22	35500001	0.212	-0.002
22	35550001	-0.119	-0.002
22	35600001	-0.051	-0.002
22	35650001	0.143	-0.002
22	35700001	0.082	-0.002
22	35750001	-0.023	-0.002
22	35800001	-0.059	-0.002
22	35850001	0.059	-0.002
22	35900001	0.058	-0.002
22	35950001	0.058	-0.002
22	36000001	-0.121	-0.002
22	36050001	0.059	-0.002
22	36100001	-0.038	-0.002
22	36150001	0.098	-0.002
22	36200001	-0.102	-0.002
22	36250001	-0.198	-0.002
22	36300001	0.132	-0.002
22	36350001	0.156	-0.002
22	36400001	0.011	-0.002
22	36450001	0.007	-0.002
22	36500001	-0.071	-0.002
22	36550001	0.058	-0.002
22	36600001	0.109	-0.002
22	36650001	0.065	-0.002
22	36700001	0.141	-0.002
22	36750001	0.043	-0.002
22	36800001	0.079	-0.002
22	36850001	-0.022	-0.002
22	36900001	0.068	-0.002
22	36950001	0.111	-0.002
22	37000001	-0.002	-0.002
22	37050001	0.038	-0.002
22	37100001	-0.235	-0.002
22	37150001	-0.149	-0.002
22	37200001	-0.099	-0.002
22	37250001	-0.06	-0.002
22	37300001	0.086	-0.002
22	37350001	0.035	-0.002
22	37400001	0.179	-0.002
22	37450001	-0.111	-0.002
22	37500001	-0.086	-0.002
22	37550001	0.036	-0.002
22	37600001	-0.076	-0.002
22	37650001	0.03	-0.002
22	37700001	0.031	-0.002
22	37750001	-0.076	-0.002
22	37800001	-0.136	-0.002
22	37850001	-0.067	-0.002
22	37900001	0.098	-0.002
22	37950001	-0.026	-0.002
22	38000001	0.043	-0.002
22	38050001	-0.066	-0.002
22	38100001	0.07	-0.002
22	38150001	0.012	-0.002
22	38200001	-0.016	-0.002
22	38250001	-0.086	-0.002
22	38300001	0.092	-0.002
22	38350001	0.088	-0.002
22	38400001	-0.189	-0.002
22	38450001	-0.041	-0.002
22	38500001	0.073	-0.002
22	38550001	0.019	-0.002
22	38600001	0.141	-0.002
22	38650001	0.026	-0.002
22	38700001	-0.01	-0.002
22	38800001	-0.074	-0.002
22	38850001	0.043	-0.002
22	38900001	0.126	-0.002
22	38950001	0.127	-0.002
22	39000001	-0.1	-0.002
22	39050001	0.09	-0.002
22	39100001	-0.172	-0.002
22	39150001	-0.018	-0.002
22	39200001	-0.026	-0.002
22	39250001	-0.072	-0.002
22	39300001	-0.195	-0.002
22	39350001	0.114	-0.002
22	39450001	-0.057	-0.002
22	39500001	0.082	-0.002
22	39550001	0.021	-0.002
22	39600001	0.101	-0.002
22	39650001	0.045	-0.002
22	39700001	-0.121	-0.002
22	39750001	-0.091	-0.002
22	39800001	-0.022	-0.002
22	39850001	0.133	-0.002
22	39900001	0.154	-0.002
22	39950001	-0.125	-0.002
22	40000001	-0.1	-0.002
22	40050001	0.113	-0.002
22	40100001	0.05	-0.002
22	40150001	0.077	-0.002
22	40200001	-0.031	-0.002
22	40250001	0.139	-0.002
22	40300001	-0.015	-0.002
22	40350001	0.079	-0.002
22	40400001	0.063	-0.002
22	40450001	-0.005	-0.002
22	40500001	-0.04	-0.002
22	40550001	-0.1	-0.002
22	40600001	0.084	-0.002
22	40650001	0.066	-0.002
22	40700001	0.118	-0.002
22	40750001	0.081	-0.002
22	40800001	-0.03	-0.002
22	40850001	-0.183	-0.002
22	40900001	0.205	-0.002
22	40950001	0.028	-0.002
22	41000001	0.084	-0.002
22	41050001	0.035	-0.002
22	41100001	0.044	-0.002
22	41150001	0.003	-0.002
22	41200001	-0.004	-0.002
22	41250001	0.063	-0.002
22	41300001	-0.081	-0.002
22	41350001	-0.094	-0.002
22	41400001	0.175	-0.002
22	41450001	-0.023	-0.002
